TransactionID,CustomerID,ProductCategory,TransactionAmount,SalesChannel,PurchaseDate
10181,4357,Books,4341.463214183181,Online,2023-02-01
10182,3408,Electronics,4906.976881812129,Online,2023-11-15
10183,4891,Books,3716.300837959987,Online,2023-04-25
10184,3229,Groceries,2534.008833252654,Online,2023-07-11
10185,5639,Electronics,4483.86402179182,Online,2023-09-05
10186,2898,Home Goods,2887.383837100515,Online,2023-09-20
10187,3662,Electronics,4525.144757111904,Online,2023-05-27
10188,5531,Home Goods,3247.1600661560597,Online,2023-01-23
10189,3174,Groceries,176.74051425078176,Online,2023-11-09
10190,2653,Electronics,288.48857947628767,Online,2023-12-16
10191,1402,Electronics,2619.4692333762805,Online,2023-03-08
10192,4638,Electronics,3165.0342593951605,Online,2023-08-11
10193,1522,Apparel,3007.3751769562023,Online,2023-08-29
10194,4380,Electronics,1014.8752478823618,Online,2023-06-05
10195,3798,Apparel,3957.1166335065886,Online,2023-05-03
10196,5874,Home Goods,1988.79845553231,Online,2023-03-07
10197,5333,Apparel,3150.9007920715208,Online,2023-06-02
10198,4570,Books,3923.323484682498,Online,2023-06-19
10199,4042,Home Goods,1759.736761677342,Online,2023-10-02
10200,1796,Home Goods,4824.218904597174,Online,2023-05-29
10201,1049,Books,2452.5257100318167,Online,2023-09-04
10202,3885,Apparel,4963.91201788653,Online,2023-11-15
10203,1024,Groceries,4496.662779990324,Online,2023-02-09
10204,5555,Home Goods,946.9721066000935,Online,2023-11-13
10205,4576,Electronics,824.1683309161305,Online,2023-02-13
10206,2029,Electronics,4573.652905659463,Online,2023-01-21
10207,5311,Apparel,450.5376046285042,Online,2023-07-13
10208,1156,Electronics,4092.101783542093,Online,2023-10-08
10209,3677,Electronics,2807.3848035725705,Online,2023-08-21
10210,2805,Apparel,4671.213435436906,Online,2023-11-08
10211,2167,Apparel,3447.138422089872,Online,2023-05-23
10212,1935,Home Goods,134.2234325466994,Online,2023-11-12
10213,2473,Home Goods,2523.5064319241865,Online,2023-12-09
10214,1955,Apparel,947.6535172023584,Online,2023-03-28
10215,1387,Groceries,2320.9448465297405,Online,2023-07-11
10216,3402,Home Goods,4239.918884341758,Online,2023-09-11
10217,3644,Electronics,1537.7535996887507,Online,2023-10-10
10218,5537,Home Goods,2879.3311196776076,Online,2023-02-10
10219,2692,Home Goods,2604.1808019435925,Online,2023-03-16
10220,1994,Home Goods,4111.225534668838,Online,2023-04-01
10221,2889,Home Goods,3030.0772877607346,Online,2023-12-29
10222,3144,Home Goods,2841.4344751620297,Online,2023-07-28
10223,5624,Apparel,2868.2322179965786,Online,2023-01-06
10224,2100,Apparel,2548.8257203210756,Online,2023-05-23
10225,1532,Books,2648.01288055222,Online,2023-04-02
10226,4011,Apparel,1253.208257997543,Online,2023-05-31
10227,4382,Electronics,4938.101589980378,Online,2023-12-23
10228,4635,Apparel,3369.929321166216,Online,2023-05-11
10229,3526,Home Goods,3906.1805741526546,Online,2023-04-02
10230,3409,Apparel,3228.8113846782035,Online,2023-01-08
10231,1625,Groceries,2850.967496962385,Online,2023-11-17
10232,2576,Books,4201.873448464348,Online,2023-12-29
10233,5883,Home Goods,2694.0403399472484,Online,2023-04-23
10234,1810,Electronics,850.9982130554109,Online,2023-07-28
10235,2466,Home Goods,2819.928752090216,Online,2023-09-02
10236,2890,Home Goods,4324.797336209869,Online,2023-01-25
10237,3434,Apparel,4061.083435704254,Online,2023-03-12
10238,4723,Electronics,2710.643748052949,Online,2023-01-05
10239,3865,Electronics,2687.0255137912286,Online,2023-08-21
10240,2803,Home Goods,722.535228954211,Online,2023-10-14
10241,2853,Groceries,4097.584317968574,Online,2023-07-16
10242,1695,Groceries,1559.6769362547855,Online,2023-03-11
10243,3105,Electronics,1381.6068171729885,Online,2023-10-07
10244,4421,Home Goods,1987.1401047818965,Online,2023-06-15
10245,3944,Groceries,2861.161946745815,Online,2023-12-25
10246,2066,Apparel,2869.3872130032078,Online,2023-01-09
10247,4022,Books,1309.682734705852,Online,2023-01-09
10248,2553,Electronics,2051.862270601866,Online,2023-07-31
10249,2458,Groceries,1432.538408038121,Online,2023-01-25
10250,4177,Apparel,3685.0012408263565,Online,2023-05-06
10251,1902,Books,2919.7031307420198,Online,2023-06-24
10252,3860,Apparel,1584.8012604159317,Online,2023-10-18
10253,3427,Home Goods,2769.9078389530996,Online,2023-04-17
10254,4395,Groceries,3043.3955553241976,Online,2023-05-12
10255,1091,Electronics,1388.150698182003,Online,2023-08-22
10256,4198,Books,1835.6270987674743,Online,2023-05-15
10257,2157,Groceries,1290.7699361697428,Online,2023-04-06
10258,2353,Electronics,1215.0937756242724,Online,2023-04-29
10259,1950,Home Goods,2151.993296116382,Online,2023-11-13
10260,5585,Books,2470.1075357185,Online,2023-10-17
10261,1325,Home Goods,2926.1171594515376,Online,2023-03-30
10262,5334,Apparel,4654.293358125525,Online,2023-02-07
10263,1381,Electronics,1212.993732584644,Online,2023-05-26
10264,2860,Apparel,4685.328072023632,Online,2023-05-05
10265,1136,Electronics,2304.0109275929867,Online,2023-05-27
10266,1490,Books,2627.9291947521288,Online,2023-01-15
10267,2396,Apparel,3302.842809165547,Online,2023-09-02
10268,2705,Groceries,3968.5957439463396,Online,2023-01-10
10269,1789,Groceries,2618.2813362205875,Online,2023-07-10
10270,3087,Books,1999.8203500916936,Online,2023-07-29
10271,3651,Apparel,1085.4121034128655,Online,2023-01-29
10272,2972,Home Goods,1173.234566346532,Online,2023-04-26
10273,5518,Apparel,1320.5818623572761,Online,2023-11-11
10274,4011,Books,3733.019147650653,Online,2023-09-09
10275,2072,Apparel,2563.3024062003983,Online,2023-06-12
10276,4556,Groceries,290.76827624660143,Online,2023-12-09
10277,4447,Apparel,4627.990746826319,Online,2023-07-13
10278,5193,Electronics,479.85695516077124,Online,2023-09-15
10279,5970,Groceries,1414.0591754078926,Online,2023-12-20
10280,3171,Apparel,4108.434570046484,Online,2023-12-11
10281,2173,Apparel,4389.034809161431,Online,2023-10-24
10282,2510,Electronics,2173.0771969252905,Online,2023-06-12
10283,1764,Groceries,669.4017891751264,Online,2023-07-31
10284,5342,Books,1672.4652873880996,Online,2023-01-02
10285,4620,Apparel,2214.5970185700085,Online,2023-05-11
10286,1721,Home Goods,4626.879209559434,Online,2023-12-09
10287,3495,Apparel,4209.924068470116,Online,2023-07-11
10288,5574,Apparel,3122.200010904568,Online,2023-03-14
10289,1726,Apparel,441.6700202415509,Online,2023-09-24
10290,5865,Books,4168.68143594408,Online,2023-07-16
10291,2668,Electronics,2200.4548328394853,Online,2023-04-06
10292,3039,Groceries,201.25903015652875,Online,2023-06-10
10293,4015,Books,2214.4076461314776,Online,2023-09-26
10294,3157,Electronics,4895.364416431128,Online,2023-08-12
10295,1166,Groceries,4145.261523029164,Online,2023-08-04
10296,4902,Books,4900.288747966971,Online,2023-06-25
10297,2733,Electronics,2947.0349608748525,Online,2023-02-28
10298,4836,Books,188.59103448423997,Online,2023-04-19
10299,2677,Apparel,1714.1856572170075,Online,2023-12-15
10300,3865,Apparel,738.549721694862,Online,2023-03-11
10301,4216,Electronics,4796.436432026794,Online,2023-08-25
10302,3890,Groceries,1841.9615015512895,Online,2023-07-31
10303,4511,Apparel,2800.865513018863,Online,2023-02-22
10304,4335,Apparel,3515.0136788260797,Online,2023-07-05
10305,5803,Books,4208.361223648944,Online,2023-12-16
10306,2941,Electronics,3418.6219607122434,Online,2023-09-10
10307,1388,Electronics,3423.430396545901,Online,2023-08-08
10308,3643,Apparel,1258.5848307912513,Online,2023-11-11
10309,2249,Electronics,710.7088514218824,Online,2023-03-30
10310,4541,Electronics,831.2801503476229,Online,2023-05-08
10311,1683,Electronics,118.03932171623228,Online,2023-12-15
10312,4404,Books,439.0172269611688,Online,2023-05-06
10313,4615,Electronics,2947.263144931255,Online,2023-05-13
10314,4841,Apparel,2805.979150766379,Online,2023-10-14
10315,5308,Books,738.3139946312914,Online,2023-09-08
10316,5276,Home Goods,4065.1805940286386,Online,2023-09-03
10317,4398,Apparel,4141.4730969673865,Online,2023-02-07
10318,1546,Groceries,365.9766894783002,Online,2023-06-29
10319,4247,Apparel,3803.582372641201,Online,2023-11-04
10320,1013,Groceries,4481.1457031170685,Online,2023-07-13
10321,2089,Groceries,1262.3145756106487,Online,2023-12-11
10322,3184,Electronics,4493.609214984231,Online,2023-06-25
10323,3399,Electronics,2599.0024333646384,Online,2023-08-14
10324,3459,Electronics,4718.37831040581,Online,2023-07-31
10325,3043,Home Goods,1786.0092341093348,Online,2023-08-31
10326,2082,Home Goods,3355.977962187651,Online,2023-07-06
10327,1713,Home Goods,226.25187739699638,Online,2023-03-21
10328,4162,Books,3125.7603050689013,Online,2023-05-03
10329,4064,Books,1672.7528749786613,Online,2023-12-31
10330,4589,Books,121.04675690321585,Online,2023-07-22
10331,2796,Electronics,4649.580080144798,Online,2023-11-23
10332,5897,Apparel,4151.8268227716235,Online,2023-09-26
10333,4423,Groceries,2028.3587917969035,Online,2023-07-06
10334,4009,Electronics,1215.1710972824524,Online,2023-03-21
10335,5013,Books,2771.9587937395727,Online,2023-02-04
10336,1654,Home Goods,785.3935632414857,Online,2023-02-02
10337,4912,Electronics,3474.728358886688,Online,2023-01-21
10338,3495,Apparel,4360.4327564054865,Online,2023-03-01
10339,4039,Electronics,883.1524757547508,Online,2023-03-06
10340,2828,Apparel,1274.483597890952,Online,2023-06-21
10341,1666,Groceries,436.78169351246834,Online,2023-08-03
10342,3176,Home Goods,3039.3628250077672,Online,2023-12-15
10343,5926,Electronics,2220.2874046477864,Online,2023-02-23
10344,4563,Electronics,118.07215765687525,Online,2023-07-08
10345,1939,Apparel,2733.397226906327,Online,2023-12-17
10346,2653,Home Goods,2658.4114990327107,Online,2023-03-26
10347,4963,Books,2491.64146214164,Online,2023-07-06
10348,3740,Home Goods,4542.583649854304,Online,2023-01-15
10349,3259,Electronics,1346.2015724847151,Online,2023-01-16
10350,5585,Home Goods,201.8826465179547,Online,2023-07-19
10351,2757,Apparel,1740.2011035252137,Online,2023-04-26
10352,4541,Apparel,3744.603929498818,Online,2023-09-13
10353,2891,Apparel,2123.7266528010605,Online,2023-05-11
10354,1959,Electronics,1976.4189941147647,Online,2023-08-12
10355,4308,Groceries,1219.3082734951306,Online,2023-10-13
10356,4494,Groceries,3927.2548514537807,Online,2023-09-16
10357,5317,Electronics,2347.929569237963,Online,2023-02-17
10358,4009,Apparel,1197.333725396315,Online,2023-04-16
10359,3107,Apparel,915.6380680431932,Online,2023-04-09
10360,1089,Books,3975.4459605210272,Online,2023-03-12
10361,4044,Electronics,1545.6231660155602,Online,2023-08-31
10362,1956,Electronics,2672.7665254984213,Online,2023-09-17
10363,3555,Electronics,600.6644866159841,Online,2023-10-07
10364,2290,Groceries,2261.772435768963,Online,2023-02-16
10365,5726,Electronics,4164.664455492617,Online,2023-02-03
10366,4722,Home Goods,2793.754316423385,Online,2023-09-08
10367,5574,Home Goods,4656.979917483864,Online,2023-02-14
10368,3119,Home Goods,1156.2163760107362,Online,2023-04-04
10369,3083,Electronics,3308.992250946138,Online,2023-07-01
10370,4576,Books,107.68281980358509,Online,2023-08-16
10371,1702,Apparel,3755.460489527392,Online,2023-07-06
10372,5642,Books,1468.552305434059,Online,2023-04-17
10373,1535,Books,678.0876373766474,Online,2023-07-07
10374,1327,Electronics,101.15890234153959,Online,2023-03-15
10375,1764,Books,1655.8797021677865,Online,2023-02-23
10376,4087,Groceries,4004.5262918348203,Online,2023-12-16
10377,2782,Home Goods,1976.9170228977239,Online,2023-12-12
10378,4022,Apparel,2990.3488173401133,Online,2023-05-24
10379,1776,Groceries,667.551476441389,Online,2023-02-22
10380,2537,Electronics,4066.4966315610154,Online,2023-04-22
10381,3996,Home Goods,737.8530384867703,Online,2023-12-12
10382,5972,Books,650.0599732894325,Online,2023-02-09
10383,3430,Apparel,729.8199856718841,Online,2023-08-03
10384,4400,Books,224.08632946798156,Online,2023-06-24
10385,1229,Apparel,4556.379557188666,Online,2023-06-03
10386,2991,Books,4481.032289627944,Online,2023-12-07
10387,4925,Groceries,2995.812367102003,Online,2023-01-05
10388,2581,Electronics,4557.227491980125,Online,2023-04-23
10389,4265,Apparel,1723.9691475353393,Online,2023-07-29
10390,3497,Electronics,123.73686718649122,Online,2023-04-27
10391,1313,Apparel,534.9622409772724,Online,2023-02-22
10392,3872,Electronics,4428.625604416904,Online,2023-10-30
10393,4316,Electronics,2852.995781986391,Online,2023-07-04
10394,3839,Home Goods,2966.0427023546135,Online,2023-09-16
10395,4683,Electronics,4518.537877647965,Online,2023-10-22
10396,5609,Electronics,3170.7787825273294,Online,2023-07-08
10397,5089,Electronics,522.7413497204095,Online,2023-02-26
10398,2745,Home Goods,138.81528949084267,Online,2023-12-13
10399,5210,Apparel,2266.2805321555106,Online,2023-04-25
10400,5703,Books,1857.5530957375304,Online,2023-12-18
10401,1606,Electronics,3968.90331024318,Online,2023-04-17
10402,4538,Books,511.0632743795381,Online,2023-12-19
10403,5381,Books,2360.9780681069024,Online,2023-09-17
10404,4595,Electronics,3718.6373422803604,Online,2023-06-01
10405,1152,Apparel,1238.7691011729953,Online,2023-05-23
10406,1020,Apparel,1488.6325578662131,Online,2023-05-03
10407,2814,Groceries,3185.310932030481,Online,2023-08-16
10408,5443,Electronics,3374.9319533918106,Online,2023-09-15
10409,2626,Apparel,4965.10861670978,Online,2023-07-12
10410,1306,Apparel,2058.858085916643,Online,2023-08-01
10411,1881,Home Goods,172.2204677324089,Online,2023-06-01
10412,2055,Books,269.1619649463552,Online,2023-09-30
10413,5653,Apparel,3769.2775859475128,Online,2023-01-16
10414,3093,Electronics,3835.265760094114,Online,2023-08-28
10415,1780,Home Goods,2754.638495302617,Online,2023-01-30
10416,5625,Electronics,2154.824596747701,Online,2023-09-12
10417,1271,Apparel,1644.3389258482307,Online,2023-12-01
10418,5195,Electronics,3584.7808530920825,Online,2023-08-21
10419,5379,Electronics,2429.363313605705,Online,2023-02-21
10420,1116,Books,3083.476951926992,Online,2023-10-21
10421,4274,Groceries,4913.712977363031,Online,2023-08-14
10422,1157,Home Goods,1320.0180951697494,Online,2023-08-20
10423,5973,Electronics,2450.1921015599974,Online,2023-10-07
10424,5103,Apparel,2284.9550427152826,Online,2023-03-10
10425,4334,Electronics,1264.7404315804508,Online,2023-06-22
10426,4321,Apparel,4459.8805430572775,Online,2023-03-17
10427,4190,Electronics,1634.3541173916194,Online,2023-10-19
10428,1242,Home Goods,3763.220420544498,Online,2023-05-19
10429,5414,Apparel,134.96396502762028,Online,2023-06-10
10430,2571,Home Goods,2085.8985577496937,Online,2023-03-18
10431,5442,Electronics,3362.8816380063563,Online,2023-11-09
10432,2880,Apparel,3250.991364727439,Online,2023-01-16
10433,4698,Books,2080.3195376504555,Online,2023-03-31
10434,3884,Books,4157.204352083601,Online,2023-03-12
10435,2384,Electronics,4808.475319382061,Online,2023-10-16
10436,1630,Electronics,4415.945519043009,Online,2023-11-22
10437,5052,Home Goods,2592.172123887592,Online,2023-05-14
10438,4503,Books,1543.1071480458727,Online,2023-06-22
10439,1904,Apparel,4620.713628280244,Online,2023-05-07
10440,4545,Electronics,1258.5632429076159,Online,2023-12-23
10441,5474,Apparel,4879.892881715309,Online,2023-10-17
10442,4583,Apparel,3618.467686011553,Online,2023-12-13
10443,1960,Apparel,4892.013337843427,Online,2023-02-15
10444,4887,Books,2327.123895845123,Online,2023-06-02
10445,2675,Books,3010.4120125173304,Online,2023-07-27
10446,3211,Home Goods,683.7886399373172,Online,2023-11-23
10447,1081,Books,4218.200516794354,Online,2023-05-26
10448,4254,Electronics,819.546982092895,Online,2023-11-05
10449,5165,Home Goods,252.04684118221527,Online,2023-06-23
10450,1331,Apparel,2873.073888372066,Online,2023-12-24
10451,2775,Apparel,4362.611372834888,Online,2023-11-30
10452,3619,Electronics,3164.406332972287,Online,2023-06-05
10453,1243,Home Goods,3157.7401200498434,Online,2023-03-01
10454,1973,Home Goods,4460.523130446967,Online,2023-10-20
10455,4975,Apparel,2795.067816640741,Online,2023-04-02
10456,3598,Groceries,2626.64355664711,Online,2023-03-06
10457,4976,Home Goods,2611.818769486383,Online,2023-11-16
10458,1207,Apparel,247.3682467015371,Online,2023-02-11
10459,3110,Electronics,1215.9372309370597,Online,2023-06-28
10460,5553,Books,177.32084063133658,Online,2023-04-26
10461,5535,Apparel,956.696595334249,Online,2023-02-27
10462,3661,Electronics,408.56368475065585,Online,2023-10-28
10463,1987,Groceries,3072.164464038125,Online,2023-01-26
10464,5763,Home Goods,1869.3662189386293,Online,2023-01-28
10465,4915,Apparel,3726.162292651594,Online,2023-12-13
10466,4922,Electronics,2571.644059119298,Online,2023-03-02
10467,1556,Home Goods,629.5057989431743,Online,2023-04-12
10468,5642,Apparel,3096.7052404922943,Online,2023-05-05
10469,1869,Books,3868.7195524945823,Online,2023-09-13
10470,1258,Electronics,1815.7645752779074,Online,2023-07-14
10471,5886,Home Goods,4276.079122731632,Online,2023-06-29
10472,1876,Home Goods,2020.4691972878497,Online,2023-09-01
10473,3937,Electronics,1723.8639163118855,Online,2023-10-05
10474,5812,Home Goods,1086.8592300070422,Online,2023-03-14
